payment_id,payment_reference,loan_id,emi_number,payment_date,emi_amount,principal_paid,interest_paid,late_fee,payment_method,payment_status,remaining_balance
103592,BKAIPAY54699666,3471,11,2025-07-12,42330.71,29522.5,12808.21,0,Auto Debit,Paid,779588.65
103593,BKAIPAY48415002,3471,12,2025-08-11,42330.71,29152.56,13178.15,1041,Auto Debit,Missed,750436.09
103594,BKAIPAY77648713,3471,13,2025-09-10,42330.71,31658.01,10672.7,0,Cash,Paid,718778.08
103595,BKAIPAY92345293,3471,14,2025-10-10,42330.71,31657.33,10673.38,0,Auto Debit,Paid,687120.75
103596,BKAIPAY98640592,3471,15,2025-11-09,42330.71,25681.99,16648.72,0,NEFT,Paid,661438.76
103597,BKAIPAY29375823,3471,16,2025-12-09,42330.71,26428.87,15901.84,0,UPI,Paid,635009.89
103598,BKAIPAY64554224,3471,17,2026-01-08,42330.71,29461.17,12869.54,0,Auto Debit,Paid,605548.72
103599,BKAIPAY89303464,3471,18,2026-02-07,42330.71,30475.91,11854.8,0,Auto Debit,Paid,575072.81
103600,BKAIPAY46041601,3471,19,2026-03-09,42330.71,23317.32,19013.39,0,NEFT,Paid,551755.49
103601,BKAIPAY95763192,3471,20,2026-04-08,42330.71,27188.78,15141.93,0,Cash,Paid,524566.71
103602,BKAIPAY45951184,3471,21,2026-05-08,42330.71,24326.17,18004.54,0,Auto Debit,Paid,500240.54
103603,BKAIPAY61089124,3471,22,2026-06-07,42330.71,31164.85,11165.86,0,NEFT,Paid,469075.69
103604,BKAIPAY82891200,3471,23,2026-07-07,42330.71,29071.36,13259.35,0,UPI,Paid,440004.33
103605,BKAIPAY87500174,3471,24,2026-08-06,42330.71,32929.54,9401.17,0,NEFT,Paid,407074.79
103606,BKAIPAY12453314,3471,25,2026-09-05,42330.71,33322.49,9008.22,0,Auto Debit,Paid,373752.3
103607,BKAIPAY31082450,3471,26,2026-10-05,42330.71,33736.01,8594.7,0,Auto Debit,Paid,340016.29
103608,BKAIPAY41500382,3472,1,2024-12-24,10144.72,7949.0,2195.72,0,Cheque,Paid,286247.88
103609,BKAIPAY58833379,3472,2,2025-01-23,10144.72,7170.34,2974.38,0,Cash,Paid,279077.54
103610,BKAIPAY72952589,3472,3,2025-02-22,10144.72,6097.63,4047.09,0,Auto Debit,Paid,272979.91
103611,BKAIPAY15109776,3472,4,2025-03-24,10144.72,6633.45,3511.27,2732,Cash,Missed,266346.46
103612,BKAIPAY50823720,3472,5,2025-04-23,10144.72,7826.49,2318.23,0,NEFT,Paid,258519.97
103613,BKAIPAY69168420,3472,6,2025-05-23,10144.72,6690.28,3454.44,0,Auto Debit,Paid,251829.69
103614,BKAIPAY46199120,3472,7,2025-06-22,10144.72,7348.8,2795.92,0,NEFT,Paid,244480.89
103615,BKAIPAY41978653,3472,8,2025-07-22,10144.72,5730.3,4414.42,0,Auto Debit,Paid,238750.59
103616,BKAIPAY30491134,3472,9,2025-08-21,10144.72,7622.55,2522.17,0,Auto Debit,Paid,231128.04
103617,BKAIPAY79242265,3472,10,2025-09-20,10144.72,6856.07,3288.65,0,Cheque,Paid,224271.97
103618,BKAIPAY21981414,3472,11,2025-10-20,10144.72,8086.65,2058.07,0,Auto Debit,Paid,216185.32
103619,BKAIPAY17823235,3472,12,2025-11-19,10144.72,6677.28,3467.44,0,IMPS,Paid,209508.04
103620,BKAIPAY59266872,3472,13,2025-12-19,10144.72,7540.21,2604.51,0,NEFT,Paid,201967.83
103621,BKAIPAY60130740,3472,14,2026-01-18,10144.72,7681.66,2463.06,0,NEFT,Paid,194286.17
103622,BKAIPAY27113667,3472,15,2026-02-17,10144.72,8105.68,2039.04,0,Cash,Paid,186180.49
103623,BKAIPAY46720882,3472,16,2026-03-19,10144.72,5844.1,4300.62,0,UPI,Paid,180336.39
103624,BKAIPAY24757189,3472,17,2026-04-18,10144.72,6849.86,3294.86,0,UPI,Paid,173486.53
103625,BKAIPAY40148642,3472,18,2026-05-18,10144.72,5760.53,4384.19,0,Auto Debit,Paid,167726.0
103626,BKAIPAY54294758,3472,19,2026-06-17,10144.72,5997.05,4147.67,0,Cash,Paid,161728.95
103627,BKAIPAY76442457,3472,20,2026-07-17,10144.72,6713.64,3431.08,0,UPI,Paid,155015.31
103628,BKAIPAY16523792,3472,21,2026-08-16,10144.72,6637.06,3507.66,0,Cheque,Paid,148378.25
103629,BKAIPAY29252138,3472,22,2026-09-15,10144.72,7599.94,2544.78,0,Cash,Paid,140778.31
103630,BKAIPAY66593619,3472,23,2026-10-15,10144.72,7078.0,3066.72,0,NEFT,Paid,133700.31
103631,BKAIPAY70746234,3472,24,2026-11-14,10144.72,7680.86,2463.86,0,UPI,Paid,126019.45
103632,BKAIPAY18518043,3472,25,2026-12-14,10144.72,6807.71,3337.01,0,UPI,Paid,119211.74
103633,BKAIPAY88874594,3472,26,2027-01-13,10144.72,6946.82,3197.9,0,Cash,Paid,112264.92
103634,BKAIPAY61104557,3472,27,2027-02-12,10144.72,5750.99,4393.73,0,NEFT,Paid,106513.93
103635,BKAIPAY45893158,3472,28,2027-03-14,10144.72,6100.99,4043.73,0,NEFT,Paid,100412.94
103636,BKAIPAY65263834,3472,29,2027-04-13,10144.72,7726.98,2417.74,879,Cash,Late,92685.96
103637,BKAIPAY45266895,3473,1,2025-08-26,34102.62,19378.59,14724.03,0,Cheque,Paid,1344726.21
103638,BKAIPAY56022926,3473,2,2025-09-25,34102.62,21257.3,12845.32,0,IMPS,Paid,1323468.91
103639,BKAIPAY65427454,3473,3,2025-10-25,34102.62,19752.07,14350.55,786,Auto Debit,Late,1303716.84
103640,BKAIPAY20211667,3473,4,2025-11-24,34102.62,19577.42,14525.2,0,Auto Debit,Paid,1284139.42
103641,BKAIPAY46337283,3473,5,2025-12-24,34102.62,26818.86,7283.76,0,Cheque,Paid,1257320.56
103642,BKAIPAY37109935,3473,6,2026-01-23,34102.62,27015.05,7087.57,0,Cash,Paid,1230305.51
103643,BKAIPAY26221408,3473,7,2026-02-22,34102.62,19047.05,15055.57,0,Auto Debit,Paid,1211258.46
103644,BKAIPAY75778060,3473,8,2026-03-24,34102.62,23240.45,10862.17,0,UPI,Paid,1188018.01
103645,BKAIPAY40326265,3473,9,2026-04-23,34102.62,25395.74,8706.88,0,Auto Debit,Paid,1162622.27
103646,BKAIPAY47457895,3473,10,2026-05-23,34102.62,26770.02,7332.6,0,Auto Debit,Paid,1135852.25
103647,BKAIPAY91651726,3473,11,2026-06-22,34102.62,20943.21,13159.41,0,Auto Debit,Paid,1114909.04
103648,BKAIPAY21515876,3473,12,2026-07-22,34102.62,25676.92,8425.7,0,NEFT,Paid,1089232.12
103649,BKAIPAY65465606,3473,13,2026-08-21,34102.62,24803.1,9299.52,0,Cash,Paid,1064429.02
103650,BKAIPAY14494499,3473,14,2026-09-20,34102.62,22369.24,11733.38,1730,Auto Debit,Missed,1042059.78
103651,BKAIPAY34451083,3473,15,2026-10-20,34102.62,25400.27,8702.35,0,UPI,Paid,1016659.51
103652,BKAIPAY68955026,3473,16,2026-11-19,34102.62,21473.79,12628.83,0,Auto Debit,Paid,995185.72
103653,BKAIPAY77887795,3473,17,2026-12-19,34102.62,25941.94,8160.68,751,UPI,Late,969243.78
103654,BKAIPAY86288048,3473,18,2027-01-18,34102.62,19276.72,14825.9,0,NEFT,Paid,949967.06
103655,BKAIPAY24272313,3473,19,2027-02-17,34102.62,23486.45,10616.17,0,Auto Debit,Paid,926480.61
103656,BKAIPAY11858925,3473,20,2027-03-19,34102.62,21106.69,12995.93,0,Auto Debit,Paid,905373.92
103657,BKAIPAY81663514,3473,21,2027-04-18,34102.62,23745.81,10356.81,0,Cash,Paid,881628.11
103658,BKAIPAY61867289,3473,22,2027-05-18,34102.62,25825.48,8277.14,0,Cheque,Paid,855802.63
103659,BKAIPAY56778633,3473,23,2027-06-17,34102.62,22247.4,11855.22,0,UPI,Paid,833555.23
103660,BKAIPAY97394125,3473,24,2027-07-17,34102.62,25475.96,8626.66,0,Cash,Paid,808079.27
103661,BKAIPAY85219443,3473,25,2027-08-16,34102.62,23547.35,10555.27,0,UPI,Paid,784531.92
103662,BKAIPAY59144291,3473,26,2027-09-15,34102.62,26490.88,7611.74,0,Auto Debit,Paid,758041.04
103663,BKAIPAY90599778,3473,27,2027-10-15,34102.62,26247.87,7854.75,0,NEFT,Paid,731793.17
103664,BKAIPAY55417151,3473,28,2027-11-14,34102.62,24673.9,9428.72,0,NEFT,Paid,707119.27
103665,BKAIPAY97047614,3473,29,2027-12-14,34102.62,19519.32,14583.3,0,Cash,Paid,687599.95
103666,BKAIPAY73784357,3473,30,2028-01-13,34102.62,26270.44,7832.18,0,UPI,Paid,661329.51
103667,BKAIPAY27189790,3473,31,2028-02-12,34102.62,24411.17,9691.45,0,UPI,Paid,636918.34
103668,BKAIPAY98901147,3473,32,2028-03-13,34102.62,24064.55,10038.07,0,Auto Debit,Paid,612853.79
103669,BKAIPAY53188480,3473,33,2028-04-12,34102.62,25732.14,8370.48,0,Auto Debit,Paid,587121.65
103670,BKAIPAY42517389,3473,34,2028-05-12,34102.62,20892.74,13209.88,0,Auto Debit,Paid,566228.91
103671,BKAIPAY60931344,3473,35,2028-06-11,34102.62,21161.46,12941.16,0,Auto Debit,Paid,545067.45
103672,BKAIPAY35321062,3473,36,2028-07-11,34102.62,26279.35,7823.27,0,NEFT,Paid,518788.1
103673,BKAIPAY39423036,3473,37,2028-08-10,34102.62,26028.65,8073.97,0,NEFT,Paid,492759.45
103674,BKAIPAY76101400,3473,38,2028-09-09,34102.62,18957.54,15145.08,0,NEFT,Paid,473801.91
103675,BKAIPAY35798885,3473,39,2028-10-09,34102.62,19982.61,14120.01,0,UPI,Paid,453819.3
103676,BKAIPAY81921018,3473,40,2028-11-08,34102.62,25374.33,8728.29,0,UPI,Paid,428444.97
103677,BKAIPAY74379723,3474,1,2024-08-28,62816.37,40879.37,21937.0,0,Auto Debit,Paid,901366.18
103678,BKAIPAY94325047,3474,2,2024-09-27,62816.37,48587.85,14228.52,0,NEFT,Paid,852778.33
103679,BKAIPAY34996442,3474,3,2024-10-27,62816.37,42879.5,19936.87,896,IMPS,Late,809898.83
103680,BKAIPAY47958186,3474,4,2024-11-26,62816.37,47350.94,15465.43,0,Auto Debit,Paid,762547.89
103681,BKAIPAY28990004,3474,5,2024-12-26,62816.37,36775.71,26040.66,0,NEFT,Paid,725772.18
103682,BKAIPAY60499881,3474,6,2025-01-25,62816.37,37007.16,25809.21,0,Auto Debit,Paid,688765.02
103683,BKAIPAY76268684,3474,7,2025-02-24,62816.37,36952.62,25863.75,0,Auto Debit,Paid,651812.4
103684,BKAIPAY82075039,3474,8,2025-03-26,62816.37,38163.87,24652.5,0,Auto Debit,Paid,613648.53
103685,BKAIPAY19345404,3474,9,2025-04-25,62816.37,50232.36,12584.01,0,Auto Debit,Paid,563416.17
103686,BKAIPAY10308755,3474,10,2025-05-25,62816.37,47964.15,14852.22,0,Cash,Paid,515452.02
103687,BKAIPAY97159914,3474,11,2025-06-24,62816.37,49233.41,13582.96,0,IMPS,Paid,466218.61
103688,BKAIPAY91921670,3474,12,2025-07-24,62816.37,35423.06,27393.31,0,Cash,Paid,430795.55
103689,BKAIPAY99707163,3474,13,2025-08-23,62816.37,48774.88,14041.49,0,UPI,Paid,382020.67
103690,BKAIPAY98546668,3474,14,2025-09-22,62816.37,44164.16,18652.21,0,UPI,Paid,337856.51
103691,BKAIPAY81923664,3474,15,2025-10-22,62816.37,41894.75,20921.62,0,Auto Debit,Paid,295961.76
103692,BKAIPAY59272329,3475,1,2024-11-11,67178.05,48331.2,18846.85,0,NEFT,Paid,2773146.9
103693,BKAIPAY42907182,3475,2,2024-12-11,67178.05,46850.79,20327.26,0,NEFT,Paid,2726296.11
103694,BKAIPAY27854515,3475,3,2025-01-10,67178.05,43872.94,23305.11,0,NEFT,Paid,2682423.17
103695,BKAIPAY25642294,3475,4,2025-02-09,67178.05,52724.36,14453.69,0,IMPS,Paid,2629698.81
103696,BKAIPAY88632884,3475,5,2025-03-11,67178.05,42439.41,24738.64,0,Auto Debit,Paid,2587259.4
103697,BKAIPAY51526649,3475,6,2025-04-10,67178.05,45920.55,21257.5,0,NEFT,Paid,2541338.85
103698,BKAIPAY56608267,3475,7,2025-05-10,67178.05,48469.48,18708.57,0,Auto Debit,Paid,2492869.37
103699,BKAIPAY67957501,3475,8,2025-06-09,67178.05,43745.89,23432.16,0,Cheque,Paid,2449123.48
103700,BKAIPAY36213296,3475,9,2025-07-09,67178.05,47666.75,19511.3,0,NEFT,Paid,2401456.73
103701,BKAIPAY83765478,3475,10,2025-08-08,67178.05,49837.52,17340.53,0,Auto Debit,Paid,2351619.21
103702,BKAIPAY63121631,3475,11,2025-09-07,67178.05,39023.97,28154.08,0,Auto Debit,Paid,2312595.24
103703,BKAIPAY59871297,3475,12,2025-10-07,67178.05,45318.68,21859.37,0,Auto Debit,Paid,2267276.56
103704,BKAIPAY97497028,3475,13,2025-11-06,67178.05,39371.9,27806.15,0,Cash,Paid,2227904.66
103705,BKAIPAY19360934,3475,14,2025-12-06,67178.05,49675.3,17502.75,0,Auto Debit,Paid,2178229.36
103706,BKAIPAY51263845,3475,15,2026-01-05,67178.05,48369.81,18808.24,0,NEFT,Paid,2129859.55
103707,BKAIPAY16570062,3475,16,2026-02-04,67178.05,53528.54,13649.51,0,IMPS,Paid,2076331.01
103708,BKAIPAY49005151,3475,17,2026-03-06,67178.05,48210.9,18967.15,0,UPI,Paid,2028120.11
103709,BKAIPAY30349995,3475,18,2026-04-05,67178.05,50955.68,16222.37,0,IMPS,Paid,1977164.43
103710,BKAIPAY46656558,3475,19,2026-05-05,67178.05,37819.96,29358.09,0,Auto Debit,Paid,1939344.47
103711,BKAIPAY81590578,3475,20,2026-06-04,67178.05,43500.53,23677.52,0,UPI,Paid,1895843.94
103712,BKAIPAY22357078,3475,21,2026-07-04,67178.05,40044.54,27133.51,0,Auto Debit,Paid,1855799.4
103713,BKAIPAY22830085,3475,22,2026-08-03,67178.05,44297.33,22880.72,0,Auto Debit,Paid,1811502.07
103714,BKAIPAY98952086,3475,23,2026-09-02,67178.05,42621.95,24556.1,0,Auto Debit,Paid,1768880.12
103715,BKAIPAY43220254,3475,24,2026-10-02,67178.05,51877.98,15300.07,1434,Auto Debit,Late,1717002.14
103716,BKAIPAY30460798,3475,25,2026-11-01,67178.05,43654.25,23523.8,0,UPI,Paid,1673347.89
103717,BKAIPAY89135612,3475,26,2026-12-01,67178.05,49792.14,17385.91,0,Auto Debit,Paid,1623555.75
103718,BKAIPAY19371847,3475,27,2026-12-31,67178.05,47401.49,19776.56,0,Auto Debit,Paid,1576154.26
103719,BKAIPAY29869650,3475,28,2027-01-30,67178.05,49481.62,17696.43,215,UPI,Late,1526672.64
103720,BKAIPAY11810925,3475,29,2027-03-01,67178.05,51117.73,16060.32,0,NEFT,Paid,1475554.91
103721,BKAIPAY50848420,3475,30,2027-03-31,67178.05,41953.16,25224.89,0,Auto Debit,Paid,1433601.75
103722,BKAIPAY79242832,3475,31,2027-04-30,67178.05,46196.26,20981.79,0,UPI,Paid,1387405.49
103723,BKAIPAY47153327,3475,32,2027-05-30,67178.05,49806.95,17371.1,0,Auto Debit,Paid,1337598.54
103724,BKAIPAY34567685,3475,33,2027-06-29,67178.05,39776.33,27401.72,0,NEFT,Paid,1297822.21
103725,BKAIPAY64553800,3475,34,2027-07-29,67178.05,52070.67,15107.38,0,Auto Debit,Paid,1245751.54
103726,BKAIPAY91451586,3475,35,2027-08-28,67178.05,45625.98,21552.07,0,UPI,Paid,1200125.56
103727,BKAIPAY26604067,3475,36,2027-09-27,67178.05,39658.88,27519.17,553,IMPS,Missed,1160466.68
103728,BKAIPAY93510078,3475,37,2027-10-27,67178.05,37842.92,29335.13,0,NEFT,Paid,1122623.76
103729,BKAIPAY80148025,3475,38,2027-11-26,67178.05,48520.19,18657.86,0,Auto Debit,Paid,1074103.57
103730,BKAIPAY47289889,3475,39,2027-12-26,67178.05,44171.38,23006.67,0,UPI,Paid,1029932.19
103731,BKAIPAY22949773,3475,40,2028-01-25,67178.05,44052.88,23125.17,0,Cash,Paid,985879.31
103732,BKAIPAY17887624,3475,41,2028-02-24,67178.05,38468.99,28709.06,0,UPI,Paid,947410.32
103733,BKAIPAY82846088,3475,42,2028-03-25,67178.05,50454.71,16723.34,0,Cash,Paid,896955.61
103734,BKAIPAY51525367,3476,1,2025-06-10,9855.53,5829.98,4025.55,0,Auto Debit,Paid,132147.44
103735,BKAIPAY22693733,3476,2,2025-07-10,9855.53,6437.97,3417.56,0,IMPS,Paid,125709.47
103736,BKAIPAY92706160,3476,3,2025-08-09,9855.53,6164.2,3691.33,0,UPI,Paid,119545.27
103737,BKAIPAY24334020,3476,4,2025-09-08,9855.53,7798.6,2056.93,0,Auto Debit,Paid,111746.67
103738,BKAIPAY63749376,3476,5,2025-10-08,9855.53,7205.8,2649.73,0,Cash,Paid,104540.87
103739,BKAIPAY53213896,3476,6,2025-11-07,9855.53,5815.37,4040.16,0,Auto Debit,Paid,98725.5
103740,BKAIPAY40487203,3476,7,2025-12-07,9855.53,7759.9,2095.63,0,Auto Debit,Paid,90965.6
103741,BKAIPAY76194887,3476,8,2026-01-06,9855.53,6937.14,2918.39,0,Auto Debit,Paid,84028.46
103742,BKAIPAY78168280,3476,9,2026-02-05,9855.53,6486.83,3368.7,0,NEFT,Paid,77541.63
103743,BKAIPAY75980510,3476,10,2026-03-07,9855.53,5590.72,4264.81,0,UPI,Paid,71950.91
103744,BKAIPAY47536332,3476,11,2026-04-06,9855.53,6488.47,3367.06,798,NEFT,Missed,65462.44
103745,BKAIPAY70502020,3476,12,2026-05-06,9855.53,6248.12,3607.41,0,UPI,Paid,59214.32
103746,BKAIPAY47609813,3476,13,2026-06-05,9855.53,5521.52,4334.01,0,IMPS,Paid,53692.8
103747,BKAIPAY49993574,3476,14,2026-07-05,9855.53,6638.83,3216.7,0,UPI,Paid,47053.97
103748,BKAIPAY84456874,3477,1,2024-10-04,71652.69,39999.1,31653.59,1007,UPI,Late,1966276.22
103749,BKAIPAY90461795,3477,2,2024-11-03,71652.69,54056.3,17596.39,0,UPI,Paid,1912219.92
103750,BKAIPAY15397050,3477,3,2024-12-03,71652.69,39639.0,32013.69,0,UPI,Paid,1872580.92
103751,BKAIPAY38970769,3477,4,2025-01-02,71652.69,44396.05,27256.64,0,Auto Debit,Paid,1828184.87
103752,BKAIPAY33528917,3477,5,2025-02-01,71652.69,49506.49,22146.2,0,Auto Debit,Paid,1778678.38
103753,BKAIPAY95879461,3477,6,2025-03-03,71652.69,44686.43,26966.26,0,NEFT,Paid,1733991.95
103754,BKAIPAY31004057,3477,7,2025-04-02,71652.69,49266.71,22385.98,0,UPI,Paid,1684725.24
103755,BKAIPAY84872261,3477,8,2025-05-02,71652.69,45309.49,26343.2,0,NEFT,Paid,1639415.75
103756,BKAIPAY51644414,3477,9,2025-06-01,71652.69,56017.68,15635.01,0,Auto Debit,Paid,1583398.07
103757,BKAIPAY33268749,3477,10,2025-07-01,71652.69,40772.49,30880.2,0,Auto Debit,Paid,1542625.58
103758,BKAIPAY71645791,3477,11,2025-07-31,71652.69,46237.84,25414.85,0,NEFT,Paid,1496387.74
103759,BKAIPAY66605844,3477,12,2025-08-30,71652.69,51619.03,20033.66,0,Auto Debit,Paid,1444768.71
103760,BKAIPAY29172953,3477,13,2025-09-29,71652.69,42473.33,29179.36,0,UPI,Paid,1402295.38
103761,BKAIPAY25555451,3477,14,2025-10-29,71652.69,40325.68,31327.01,0,Auto Debit,Paid,1361969.7
103762,BKAIPAY73102180,3477,15,2025-11-28,71652.69,49289.5,22363.19,0,NEFT,Paid,1312680.2
103763,BKAIPAY71842311,3477,16,2025-12-28,71652.69,48999.06,22653.63,0,Cash,Paid,1263681.14
103764,BKAIPAY85082001,3477,17,2026-01-27,71652.69,53809.0,17843.69,0,UPI,Paid,1209872.14
103765,BKAIPAY40556607,3477,18,2026-02-26,71652.69,51868.87,19783.82,0,UPI,Paid,1158003.27
103766,BKAIPAY43918505,3477,19,2026-03-28,71652.69,49418.64,22234.05,0,Auto Debit,Paid,1108584.63
103767,BKAIPAY65173719,3477,20,2026-04-27,71652.69,42254.76,29397.93,0,Auto Debit,Paid,1066329.87
103768,BKAIPAY93808119,3477,21,2026-05-27,71652.69,50548.4,21104.29,0,Auto Debit,Paid,1015781.47
103769,BKAIPAY26242549,3477,22,2026-06-26,71652.69,43504.67,28148.02,0,NEFT,Paid,972276.8
103770,BKAIPAY47559117,3477,23,2026-07-26,71652.69,46318.94,25333.75,0,NEFT,Paid,925957.86
103771,BKAIPAY74558833,3477,24,2026-08-25,71652.69,42430.06,29222.63,0,Auto Debit,Paid,883527.8
103772,BKAIPAY97052968,3477,25,2026-09-24,71652.69,56821.24,14831.45,0,UPI,Paid,826706.56
103773,BKAIPAY34224673,3477,26,2026-10-24,71652.69,41553.5,30099.19,0,Cheque,Paid,785153.06
103774,BKAIPAY54065378,3477,27,2026-11-23,71652.69,48839.34,22813.35,0,Auto Debit,Paid,736313.72
103775,BKAIPAY63397498,3477,28,2026-12-23,71652.69,56660.46,14992.23,0,Cash,Paid,679653.26
103776,BKAIPAY92897353,3478,1,2026-01-07,59744.63,44379.2,15365.43,0,Cash,Paid,1031024.14
103777,BKAIPAY64052944,3478,2,2026-02-06,59744.63,39533.73,20210.9,0,Auto Debit,Paid,991490.41
103778,BKAIPAY25822852,3478,3,2026-03-08,59744.63,38506.27,21238.36,0,Auto Debit,Paid,952984.14
103779,BKAIPAY81371574,3478,4,2026-04-07,59744.63,46516.02,13228.61,0,Auto Debit,Paid,906468.12
103780,BKAIPAY37802241,3478,5,2026-05-07,59744.63,33339.91,26404.72,0,IMPS,Paid,873128.21
103781,BKAIPAY31692727,3478,6,2026-06-06,59744.63,36592.41,23152.22,0,Auto Debit,Paid,836535.8
103782,BKAIPAY79516713,3478,7,2026-07-06,59744.63,35589.97,24154.66,0,UPI,Paid,800945.83
103783,BKAIPAY53953312,3478,8,2026-08-05,59744.63,40616.44,19128.19,0,Auto Debit,Paid,760329.39
103784,BKAIPAY94049389,3478,9,2026-09-04,59744.63,40587.26,19157.37,0,Auto Debit,Paid,719742.13
103785,BKAIPAY34255313,3478,10,2026-10-04,59744.63,37010.39,22734.24,819,UPI,Late,682731.74
103786,BKAIPAY95294793,3478,11,2026-11-03,59744.63,37247.3,22497.33,2528,Cash,Missed,645484.44
103787,BKAIPAY25751105,3478,12,2026-12-03,59744.63,41522.0,18222.63,0,Auto Debit,Paid,603962.44
103788,BKAIPAY16062139,3478,13,2027-01-02,59744.63,41635.38,18109.25,0,NEFT,Paid,562327.06
103789,BKAIPAY49110825,3478,14,2027-02-01,59744.63,42263.68,17480.95,0,UPI,Paid,520063.38
103790,BKAIPAY85105230,3478,15,2027-03-03,59744.63,35014.28,24730.35,0,Auto Debit,Paid,485049.1
103791,BKAIPAY55140790,3478,16,2027-04-02,59744.63,32980.61,26764.02,0,IMPS,Paid,452068.49
103792,BKAIPAY97264528,3478,17,2027-05-02,59744.63,39126.04,20618.59,0,Auto Debit,Paid,412942.45
103793,BKAIPAY23357149,3478,18,2027-06-01,59744.63,45613.66,14130.97,0,Auto Debit,Paid,367328.79
103794,BKAIPAY99221847,3479,1,2025-12-19,19775.39,14359.1,5416.29,0,Auto Debit,Paid,519576.43
103795,BKAIPAY94522665,3479,2,2026-01-18,19775.39,14738.21,5037.18,0,Auto Debit,Paid,504838.22
103796,BKAIPAY60532719,3479,3,2026-02-17,19775.39,14883.49,4891.9,0,Cash,Paid,489954.73
103797,BKAIPAY27770154,3479,4,2026-03-19,19775.39,14244.79,5530.6,0,Auto Debit,Paid,475709.94
103798,BKAIPAY35098292,3479,5,2026-04-18,19775.39,12084.44,7690.95,0,Cash,Paid,463625.5
103799,BKAIPAY94597670,3479,6,2026-05-18,19775.39,15220.79,4554.6,0,Auto Debit,Paid,448404.71
103800,BKAIPAY85557328,3479,7,2026-06-17,19775.39,11160.95,8614.44,0,Auto Debit,Paid,437243.76
103801,BKAIPAY91771984,3479,8,2026-07-17,19775.39,14939.01,4836.38,0,Cash,Paid,422304.75
103802,BKAIPAY71608741,3479,9,2026-08-16,19775.39,12859.67,6915.72,0,Auto Debit,Paid,409445.08
103803,BKAIPAY73389836,3479,10,2026-09-15,19775.39,15588.03,4187.36,0,NEFT,Paid,393857.05
103804,BKAIPAY11203533,3479,11,2026-10-15,19775.39,14448.11,5327.28,0,Auto Debit,Paid,379408.94
103805,BKAIPAY65870331,3479,12,2026-11-14,19775.39,14290.56,5484.83,0,Cash,Paid,365118.38
103806,BKAIPAY97684053,3479,13,2026-12-14,19775.39,15288.31,4487.08,384,Auto Debit,Late,349830.07
103807,BKAIPAY58147898,3479,14,2027-01-13,19775.39,14183.43,5591.96,0,Cheque,Paid,335646.64
103808,BKAIPAY37323443,3479,15,2027-02-12,19775.39,15149.4,4625.99,0,NEFT,Paid,320497.24
103809,BKAIPAY49769522,3479,16,2027-03-14,19775.39,13134.49,6640.9,0,UPI,Paid,307362.75
103810,BKAIPAY43757554,3479,17,2027-04-13,19775.39,12913.24,6862.15,0,NEFT,Paid,294449.51
103811,BKAIPAY41753454,3479,18,2027-05-13,19775.39,13306.33,6469.06,0,NEFT,Paid,281143.18
103812,BKAIPAY56514798,3479,19,2027-06-12,19775.39,15541.43,4233.96,796,UPI,Missed,265601.75
103813,BKAIPAY57059651,3479,20,2027-07-12,19775.39,13216.71,6558.68,0,Auto Debit,Paid,252385.04
103814,BKAIPAY90372963,3479,21,2027-08-11,19775.39,11368.27,8407.12,0,NEFT,Paid,241016.77
103815,BKAIPAY14137415,3479,22,2027-09-10,19775.39,11779.8,7995.59,1851,Auto Debit,Missed,229236.97
103816,BKAIPAY55917747,3479,23,2027-10-10,19775.39,14139.35,5636.04,0,Auto Debit,Paid,215097.62
103817,BKAIPAY70318059,3479,24,2027-11-09,19775.39,12218.93,7556.46,0,NEFT,Paid,202878.69
103818,BKAIPAY23342627,3479,25,2027-12-09,19775.39,12702.27,7073.12,765,NEFT,Late,190176.42
103819,BKAIPAY56827565,3479,26,2028-01-08,19775.39,14933.39,4842.0,0,Auto Debit,Paid,175243.03
103820,BKAIPAY93161261,3479,27,2028-02-07,19775.39,11538.58,8236.81,0,NEFT,Paid,163704.45
103821,BKAIPAY44027767,3480,1,2024-09-23,44572.33,32850.62,11721.71,0,Auto Debit,Paid,1170602.29
103822,BKAIPAY44370163,3480,2,2024-10-23,44572.33,24611.05,19961.28,0,Cheque,Paid,1145991.24
103823,BKAIPAY95477859,3480,3,2024-11-22,44572.33,32975.13,11597.2,0,IMPS,Paid,1113016.11
103824,BKAIPAY16601951,3480,4,2024-12-22,44572.33,33380.05,11192.28,0,IMPS,Paid,1079636.06
103825,BKAIPAY44241625,3480,5,2025-01-21,44572.33,26479.27,18093.06,0,Auto Debit,Paid,1053156.79
103826,BKAIPAY78236631,3480,6,2025-02-20,44572.33,25487.78,19084.55,0,UPI,Paid,1027669.01
103827,BKAIPAY94878355,3480,7,2025-03-22,44572.33,28714.4,15857.93,0,Auto Debit,Paid,998954.61
103828,BKAIPAY41595153,3480,8,2025-04-21,44572.33,25406.49,19165.84,0,Auto Debit,Paid,973548.12
103829,BKAIPAY89859056,3480,9,2025-05-21,44572.33,31939.93,12632.4,0,UPI,Paid,941608.19
103830,BKAIPAY14687991,3480,10,2025-06-20,44572.33,29467.86,15104.47,0,Cheque,Paid,912140.33
103831,BKAIPAY59010309,3480,11,2025-07-20,44572.33,26458.56,18113.77,0,Auto Debit,Paid,885681.77
103832,BKAIPAY24818604,3480,12,2025-08-19,44572.33,32742.86,11829.47,0,Cash,Paid,852938.91
