loan_id,loan_number,customer_id,account_id,loan_type_id,branch_id,loan_amount,interest_rate,tenure_months,emi_amount,outstanding_balance,disbursement_date,maturity_date,loan_status,collateral_value,credit_score,purpose,risk_category
4437,BKAILN13510792,7453,10335,2,8,1164840,10.95,48,30077.62,538029.05,2018-11-13,2022-10-23,Active,0.0,336,Personal Expenses,High
4438,BKAILN77227900,1152,16763,6,75,655276,16.44,30,26785.0,327311.22,2019-12-19,2022-06-06,Default,0.0,611,Home Purchase,High
4439,BKAILN42400492,3471,14322,12,11,43709182,14.26,18,2711589.94,9304081.79,2022-06-16,2023-12-08,Active,0.0,734,Business Expansion,Medium
4440,BKAILN25086247,8261,8377,4,87,1413374,9.77,176,15141.01,767745.97,2019-05-03,2033-10-16,Active,0.0,865,Vehicle Purchase,Low
4441,BKAILN64651828,1142,18258,8,55,2154539,10.33,232,21488.53,327828.25,2020-01-10,2039-01-30,Active,3652787.55,596,Personal Expenses,High
4442,BKAILN87661636,1427,4960,2,76,1083966,17.09,64,25924.73,159076.49,2020-10-16,2026-01-18,Active,0.0,889,Medical,Low
4443,BKAILN38519308,4872,15918,7,20,2123825,14.42,49,57601.68,221096.75,2019-10-11,2023-10-20,Active,0.0,374,Home Purchase,High
4444,BKAILN71383624,413,7941,10,80,332183,8.3,43,8957.34,145142.81,2020-09-01,2024-03-14,Active,468553.73,697,Education,Medium
4445,BKAILN39459808,228,18037,8,81,2971899,10.06,212,30030.29,2100234.24,2020-07-16,2037-12-14,Active,4972341.72,651,Agriculture,Medium
4446,BKAILN34698623,7997,1719,1,31,275140,10.29,195,2909.84,161195.2,2018-05-15,2034-05-21,Active,410693.84,869,Education,Low
4447,BKAILN68558643,4052,18669,5,39,5327105,10.17,25,237352.67,1816287.09,2020-06-19,2022-07-09,Active,7236434.22,704,Business Expansion,Medium
4448,BKAILN91011590,3048,5599,10,60,1563102,9.89,75,28025.14,990337.89,2021-05-14,2027-07-12,Active,2708266.1,762,Home Purchase,Low
4449,BKAILN37588613,4032,15550,2,16,3574483,17.73,31,144556.33,3043413.74,2020-01-28,2022-08-15,Default,0.0,692,Business Expansion,Medium
4450,BKAILN16645477,3340,14399,10,51,564379,7.6,27,22807.0,324778.85,2024-11-28,2027-02-16,Active,1004404.96,778,Working Capital,Low
4451,BKAILN49927758,2659,15219,3,18,103941,9.69,59,2221.54,76771.92,2017-08-19,2022-06-24,Active,133172.17,651,Personal Expenses,Medium
4452,BKAILN47896478,8487,4855,6,79,4326308,16.32,113,75173.53,3005751.99,2024-01-05,2033-04-17,Active,0.0,391,Personal Expenses,High
4453,BKAILN26197387,1404,13174,10,45,1270006,9.97,113,17371.81,494702.23,2018-01-09,2027-04-22,Active,1734391.46,326,Agriculture,High
4454,BKAILN16878332,6816,13104,6,84,998807,11.66,56,23210.71,864412.61,2016-07-06,2021-02-10,Active,0.0,357,Agriculture,High
4455,BKAILN82469555,564,799,11,94,22603048,13.49,54,560676.68,3077082.73,2025-04-21,2029-09-27,Active,37435938.75,518,Medical,High
4456,BKAILN90974136,8184,17280,12,58,1536084,14.15,34,55101.31,1467724.87,2017-08-19,2020-06-04,Active,0.0,313,Business Expansion,High
4457,BKAILN34707124,1668,10704,10,26,1904733,7.3,61,37469.99,1122291.15,2020-10-20,2025-10-24,Active,2136810.59,793,Home Purchase,Low
4458,BKAILN98638138,5978,466,1,84,9066868,9.63,204,90479.12,1336007.55,2025-05-23,2042-02-23,Closed,14588028.61,635,Personal Expenses,High
4459,BKAILN96739198,3225,8444,9,78,392078,12.11,15,28298.21,164575.73,2024-01-13,2025-04-07,Active,613483.08,506,Medical,High
4460,BKAILN12227362,3573,13104,3,81,140734,10.85,29,5538.69,97365.8,2019-09-22,2022-02-08,Active,244777.66,552,Education,High
4461,BKAILN11604859,9914,16827,3,14,7141269,11.94,81,128828.07,2630077.1,2022-07-19,2029-03-14,Active,12356277.36,535,Home Purchase,High
4462,BKAILN55572790,3377,6491,12,38,1666595,13.17,26,74028.35,887362.44,2021-03-26,2023-05-15,Active,0.0,612,Medical,High
4463,BKAILN78108026,752,6528,12,26,1464649,11.95,27,62133.45,238455.41,2016-09-28,2018-12-17,Active,0.0,375,Agriculture,High
4464,BKAILN23088574,1846,12947,2,31,302080,12.03,39,9396.51,90208.11,2024-10-29,2028-01-12,Active,0.0,683,Personal Expenses,Medium
4465,BKAILN42885124,4381,4118,9,56,3891611,12.9,30,152450.18,1619193.34,2023-08-14,2026-01-30,Active,6580356.76,313,Home Purchase,High
4466,BKAILN11891007,267,19250,3,92,147805,10.18,39,4467.23,76502.21,2019-09-13,2022-11-26,Active,176041.54,609,Business Expansion,High
4467,BKAILN66101910,7666,18272,2,73,997191,10.53,35,33213.8,616060.35,2016-08-20,2019-07-06,Closed,0.0,660,Agriculture,Medium
4468,BKAILN85270241,4782,9771,5,23,367909,10.69,17,23417.85,110367.92,2025-01-29,2026-06-23,Active,634603.42,448,Business Expansion,High
4469,BKAILN32229694,5421,12301,4,1,2391530,10.68,76,43435.14,1630701.0,2024-10-24,2031-01-21,Active,0.0,596,Education,High
4470,BKAILN12664346,2822,10669,10,46,354788,7.6,12,30796.87,281279.11,2025-03-27,2026-03-22,Active,478567.92,351,Medical,High
4471,BKAILN80704447,7863,9224,2,39,4962530,14.34,67,108052.74,1019123.94,2016-08-30,2022-03-02,Active,0.0,547,Medical,High
4472,BKAILN61264924,3758,6111,1,42,372886,9.04,210,3541.38,284193.39,2025-02-09,2042-05-11,Active,668144.43,801,Medical,Low
4473,BKAILN41003958,8175,11877,10,100,304689,8.32,61,6142.43,56413.67,2019-01-07,2024-01-11,Active,366354.71,308,Vehicle Purchase,High
4474,BKAILN51434040,2651,12057,2,31,1123467,16.46,43,34759.05,589266.15,2019-03-19,2022-09-29,Active,0.0,874,Medical,Low
4475,BKAILN77975045,6011,13487,12,87,6572050,16.02,9,779832.15,5342322.0,2025-05-15,2026-02-09,Active,0.0,845,Home Purchase,Low
4476,BKAILN58272640,1523,12056,3,46,225969,10.89,73,4246.72,153091.0,2022-04-15,2028-04-13,Active,312490.53,867,Agriculture,Low
4477,BKAILN99495835,8980,18045,5,71,566199,9.62,21,29402.69,178392.51,2025-05-02,2027-01-22,Active,768319.05,341,Education,High
4478,BKAILN84060822,1138,7455,4,44,1055883,11.17,116,14922.78,765287.02,2019-06-10,2028-12-19,Active,0.0,735,Medical,Medium
4479,BKAILN99323462,8046,14768,11,17,3133818,12.35,48,83065.01,1254164.54,2020-09-10,2024-08-20,Active,4350004.62,673,Medical,Medium
4480,BKAILN72704390,703,11577,6,75,28827492,15.61,120,475915.38,10576342.22,2019-05-05,2029-03-13,Active,0.0,490,Vehicle Purchase,High
4481,BKAILN10363090,6918,16034,7,40,3683794,10.04,69,70490.4,3498926.45,2022-04-14,2027-12-14,Active,0.0,810,Business Expansion,Low
4482,BKAILN49765589,8335,1737,11,98,130471,10.13,25,5810.81,101916.1,2020-06-26,2022-07-16,Active,153346.89,739,Medical,Medium
4483,BKAILN48203035,8604,9855,3,70,9724120,11.83,67,198995.46,7742040.84,2024-10-22,2030-04-24,Active,14341678.92,401,Vehicle Purchase,High
4484,BKAILN90335435,6737,1938,7,55,654567,13.28,96,11104.24,168257.09,2017-06-20,2025-05-09,Active,0.0,447,Business Expansion,High
4485,BKAILN67791620,7265,16946,4,19,3988110,11.65,70,78773.7,676803.99,2017-10-16,2023-07-17,Active,0.0,721,Agriculture,Medium
4486,BKAILN96109147,8674,11456,8,43,3555514,10.13,176,38866.36,1626815.05,2019-04-06,2033-09-19,Active,5030782.8,783,Personal Expenses,Low
4487,BKAILN69545834,297,14204,2,26,1594095,17.19,22,84988.82,1447373.2,2019-09-08,2021-06-29,Active,0.0,842,Personal Expenses,Low
4488,BKAILN55196402,3641,13073,5,40,3857400,10.85,10,405181.49,2187168.6,2017-02-16,2017-12-13,Active,4875906.96,367,Agriculture,High
4489,BKAILN92833948,6696,5952,3,95,9517980,8.9,64,187336.77,1199200.47,2017-07-05,2022-10-07,Active,12518219.76,629,Business Expansion,High
4490,BKAILN32733748,1341,11518,11,67,124998,10.48,73,2322.95,44625.07,2024-09-07,2030-09-06,Active,197270.92,576,Vehicle Purchase,High
4491,BKAILN80760864,6264,19797,6,99,471200,16.15,99,8642.15,193560.14,2023-11-03,2031-12-21,Active,0.0,357,Home Purchase,High
4492,BKAILN82933603,3076,9263,6,75,1953761,11.48,36,64408.65,1568672.56,2018-07-16,2021-06-30,Active,0.0,440,Medical,High
4493,BKAILN90586438,7842,12979,6,38,627309,16.82,29,26473.96,429142.29,2017-05-06,2019-09-23,Active,0.0,581,Agriculture,High
4494,BKAILN88817978,2490,2615,10,87,387172,7.32,119,4585.54,137181.44,2022-12-17,2032-09-25,Active,694047.8,768,Home Purchase,Low
4495,BKAILN15102030,9225,17631,1,37,214744,9.07,193,2118.4,112677.89,2017-01-22,2032-11-29,Closed,254393.65,474,Education,High
4496,BKAILN26466695,7737,17136,8,54,351455,11.71,224,3869.05,274717.23,2024-06-19,2042-11-12,Active,536155.02,801,Working Capital,Low
4497,BKAILN95300632,5540,584,11,37,689741,13.39,68,14527.34,660528.5,2019-06-01,2024-12-31,Active,890369.98,695,Agriculture,Medium
4498,BKAILN91164403,2789,18308,10,81,441930,8.16,110,5718.73,295452.75,2017-01-06,2026-01-19,Active,709398.25,616,Personal Expenses,High
4499,BKAILN41197111,3992,3854,2,12,1957861,16.58,21,108048.33,532551.37,2022-04-06,2023-12-27,Active,0.0,420,Personal Expenses,High
4500,BKAILN86661183,9286,641,12,36,7596872,10.81,29,298838.34,6156158.94,2019-07-30,2021-12-16,Active,0.0,509,Personal Expenses,High
4501,BKAILN10198636,2635,15166,10,52,583807,9.14,14,44121.8,270982.22,2024-03-16,2025-05-10,Active,1039735.5,642,Agriculture,High
4502,BKAILN61433445,9599,5031,5,51,939929,8.85,6,160723.25,642667.39,2017-06-24,2017-12-21,Active,1225379.02,312,Working Capital,High
4503,BKAILN51234260,4351,9729,5,38,4048917,8.46,19,228441.05,3543502.54,2019-11-09,2021-06-01,Default,5409835.06,753,Medical,Low
4504,BKAILN37598248,4020,17543,9,99,4721262,13.69,20,265355.41,1930971.88,2021-07-24,2023-03-16,Active,6490206.07,770,Agriculture,Low
4505,BKAILN24445822,44,10326,2,77,3184621,14.21,77,63269.08,348024.06,2024-11-28,2031-03-27,Active,0.0,520,Working Capital,High
4506,BKAILN74587324,3956,7385,1,72,1035272,9.29,223,9763.49,208632.19,2020-04-05,2038-07-30,Active,1617132.71,360,Business Expansion,High
4507,BKAILN84460381,5719,744,1,74,2451292,9.6,133,30009.85,1572618.78,2019-08-11,2030-07-14,Default,2897191.57,691,Vehicle Purchase,Medium
4508,BKAILN11875835,7002,1164,8,29,8229350,11.18,217,88500.22,905655.47,2018-10-02,2036-07-29,Closed,14800801.13,415,Education,High
4509,BKAILN28241170,7620,1217,3,43,339763,10.97,37,10864.68,174129.94,2023-02-16,2026-03-02,Active,451239.92,808,Working Capital,Low
4510,BKAILN76612404,6655,15955,1,94,497431,9.71,259,4594.91,229459.04,2018-08-02,2039-11-10,Active,848535.63,751,Personal Expenses,Low
4511,BKAILN15289430,6420,13932,9,28,2795656,13.61,44,81056.79,810225.93,2019-11-13,2023-06-25,Active,4046731.19,301,Working Capital,High
4512,BKAILN63781951,7625,599,7,56,7601158,12.29,150,99407.47,5970119.6,2018-12-06,2031-04-02,Active,0.0,548,Personal Expenses,High
4513,BKAILN57451543,3351,2298,6,46,324719,11.06,39,9949.9,190542.29,2019-03-30,2022-06-12,Default,0.0,390,Home Purchase,High
4514,BKAILN54348186,5380,13031,1,9,3555496,9.94,297,32232.8,2444023.41,2021-11-26,2046-04-19,Active,5291713.42,488,Business Expansion,High
4515,BKAILN35087598,5882,15657,12,87,208134,13.15,22,10698.31,160268.17,2019-08-27,2021-06-17,Active,0.0,502,Business Expansion,High
4516,BKAILN67385825,848,8529,12,98,1898852,12.81,17,122732.18,885479.02,2017-05-11,2018-10-03,Active,0.0,494,Working Capital,High
4517,BKAILN87108828,8350,2612,10,91,4831937,9.8,14,366650.54,4489198.4,2022-10-16,2023-12-10,Active,8004334.92,873,Vehicle Purchase,Low
4518,BKAILN89307610,5815,2473,4,21,3518590,11.36,95,56319.53,2407609.86,2022-01-02,2029-10-22,Closed,0.0,622,Agriculture,High
4519,BKAILN56476870,2222,3232,10,88,450566,8.0,86,6900.74,221549.05,2024-12-13,2032-01-06,Active,665491.79,865,Personal Expenses,Low
4520,BKAILN44831935,8352,4695,4,20,90050,9.84,32,3210.85,33658.86,2016-12-08,2019-07-26,Active,0.0,386,Medical,High
4521,BKAILN91276999,8001,8768,1,22,1180039,8.66,206,11021.64,1074877.71,2021-11-06,2038-10-08,Active,1470654.74,525,Agriculture,High
4522,BKAILN45681532,3893,10384,1,28,4785232,9.47,210,46731.57,3891265.05,2021-04-20,2038-07-20,Active,7229687.46,412,Working Capital,High
4523,BKAILN77592815,9830,6667,10,61,755129,9.41,64,15051.49,371402.4,2022-09-24,2027-12-27,Active,1087491.81,870,Medical,Low
4524,BKAILN81341964,4929,9012,1,70,884213,8.47,348,6832.0,519995.66,2017-06-15,2046-01-14,Active,1528796.35,425,Home Purchase,High
4525,BKAILN79243420,7487,16729,6,20,334522,12.05,24,15754.92,136442.15,2023-08-15,2025-08-04,Active,0.0,629,Personal Expenses,High
4526,BKAILN50464207,691,11976,4,82,875842,12.4,78,16410.22,821427.26,2022-09-29,2029-02-24,Active,0.0,654,Vehicle Purchase,Medium
4527,BKAILN93802639,3749,6488,1,64,4872892,10.06,144,58403.9,753895.62,2018-01-19,2029-11-17,Active,7783275.2,332,Agriculture,High
4528,BKAILN85683505,3369,5683,6,22,544334,14.54,52,14171.0,317830.87,2022-08-02,2026-11-09,Active,0.0,407,Home Purchase,High
4529,BKAILN69363161,9243,10280,7,3,235056,14.64,29,9672.43,116091.8,2024-08-13,2026-12-31,Active,0.0,822,Vehicle Purchase,Low
4530,BKAILN54701544,1273,15233,8,88,2769434,11.24,68,55248.95,466317.78,2025-01-03,2030-08-05,Active,3921898.58,805,Home Purchase,Low
4531,BKAILN66297945,7098,1677,10,94,2927160,9.79,37,91972.46,1031744.37,2018-04-24,2021-05-08,Active,3256607.48,319,Agriculture,High
4532,BKAILN28686854,1402,16889,6,91,352845,11.9,38,11189.97,223472.87,2021-11-08,2024-12-22,Active,0.0,462,Personal Expenses,High
4533,BKAILN75560080,238,7985,1,34,1110560,8.5,159,11663.3,719049.35,2021-01-23,2034-02-14,Active,1541421.01,520,Vehicle Purchase,High
4534,BKAILN42726459,9924,3796,10,73,19320313,8.42,53,437770.67,9851141.69,2018-06-28,2022-11-04,Active,25192269.66,876,Agriculture,Low
4535,BKAILN76392934,5479,16400,6,82,197346,12.94,87,3507.7,75898.06,2017-12-21,2025-02-12,Active,0.0,434,Home Purchase,High
4536,BKAILN34923997,2335,438,8,42,2797017,9.55,75,49667.92,653359.28,2025-04-05,2031-06-03,Active,4665135.98,860,Vehicle Purchase,Low
4537,BKAILN39987921,2373,12361,6,49,933239,16.53,83,18939.89,873899.07,2020-06-28,2027-04-23,Active,0.0,453,Home Purchase,High
4538,BKAILN59937325,5228,2157,4,32,3731698,10.7,52,89995.51,2914381.75,2016-08-05,2020-11-12,Active,0.0,431,Agriculture,High
4539,BKAILN60715575,2860,2368,3,46,3708714,10.73,35,123876.97,1956135.3,2025-04-26,2028-03-11,Active,4647476.12,645,Education,High
4540,BKAILN50867601,1879,18613,8,94,730793,12.14,99,11719.65,572126.69,2021-07-02,2029-08-19,Active,985609.43,880,Working Capital,Low
4541,BKAILN80193317,6343,14010,5,52,3262843,10.53,7,482624.19,2114438.26,2023-11-10,2024-06-07,Active,4275980.93,813,Business Expansion,Low
4542,BKAILN30520311,530,6214,9,15,3838415,13.41,40,119526.45,430118.6,2025-05-12,2028-08-24,Active,4467764.15,340,Agriculture,High
4543,BKAILN57695426,473,14765,8,56,3723387,10.62,141,46326.53,2469538.48,2023-09-27,2035-04-27,Default,6009368.8,608,Vehicle Purchase,High
4544,BKAILN51260486,2185,10457,8,92,3328109,10.85,191,36661.81,1729533.42,2018-12-11,2034-08-19,Active,5860532.93,420,Personal Expenses,High
4545,BKAILN24249209,4948,10553,12,24,2005279,12.27,11,193671.66,946903.33,2016-07-21,2017-06-16,Closed,0.0,311,Education,High
4546,BKAILN54027220,3599,16746,4,38,2560948,9.02,51,60639.22,1612038.23,2020-01-14,2024-03-23,Active,0.0,886,Personal Expenses,Low
4547,BKAILN97800299,3413,7157,2,30,2048752,15.67,50,56054.81,1401830.66,2024-04-08,2028-05-17,Default,0.0,352,Medical,High
4548,BKAILN58481448,6764,16044,10,53,3492034,7.59,60,70122.64,2485312.67,2024-11-29,2029-11-03,Active,4333742.01,372,Medical,High
4549,BKAILN35356278,564,7052,9,68,3698973,13.31,34,131188.71,1623642.6,2017-07-26,2020-05-11,Active,4269815.83,357,Vehicle Purchase,High
4550,BKAILN93464414,8522,7372,3,21,516041,10.04,67,10092.87,206097.39,2024-09-08,2030-03-11,Active,841333.43,711,Business Expansion,Medium
4551,BKAILN73060592,471,2626,12,74,4126079,15.36,34,150434.52,4123953.69,2019-03-08,2021-12-22,Active,0.0,779,Education,Low
4552,BKAILN26493085,2533,2629,8,92,1738838,10.62,89,28313.67,1051801.9,2018-05-25,2025-09-15,Active,2906818.42,747,Vehicle Purchase,Medium
4553,BKAILN90531851,8650,6020,12,38,231161,12.05,9,26991.31,206399.46,2016-07-25,2017-04-21,Closed,0.0,643,Business Expansion,High
4554,BKAILN77379755,4469,9001,4,41,16363265,9.08,161,176152.25,11745606.88,2018-08-06,2031-10-27,Active,0.0,660,Medical,Medium
4555,BKAILN59878995,2345,16330,6,40,68300,12.16,45,1897.59,9381.65,2024-04-18,2027-12-29,Active,0.0,741,Vehicle Purchase,Medium
4556,BKAILN52828571,1626,5017,6,97,196707,14.02,53,4999.35,163718.75,2019-07-31,2023-12-07,Active,0.0,732,Personal Expenses,Medium
4557,BKAILN91420750,1362,6046,3,19,8770626,10.61,32,315883.38,5605746.24,2025-02-15,2027-10-03,Active,10392019.62,523,Agriculture,High
4558,BKAILN49725601,2970,5157,2,31,5707851,13.13,44,164141.52,4429724.95,2019-06-07,2023-01-17,Active,0.0,785,Working Capital,Low
4559,BKAILN25740123,8773,3063,9,35,955043,10.47,17,60692.61,345927.32,2023-04-06,2024-08-28,Active,1644303.39,753,Working Capital,Low
4560,BKAILN74264910,9069,10300,5,18,3844193,8.69,18,228559.04,751527.91,2017-04-26,2018-10-18,Active,5478814.49,418,Agriculture,High
4561,BKAILN82460652,6534,19669,5,20,1030896,8.49,35,33354.86,245105.85,2018-11-17,2021-10-02,Active,1181451.44,660,Vehicle Purchase,Medium
4562,BKAILN23617498,8027,1100,3,39,1850064,10.89,27,77566.93,414755.97,2025-01-14,2027-04-04,Active,2141295.62,408,Personal Expenses,High
4563,BKAILN27233998,762,16371,9,31,1498371,12.45,42,44192.89,1128238.64,2024-03-06,2027-08-18,Active,2133764.82,303,Personal Expenses,High
4564,BKAILN74250319,1833,19066,1,51,977078,9.66,226,9400.87,928986.36,2019-09-25,2038-04-18,Active,1703242.89,762,Personal Expenses,Low
4565,BKAILN80271405,8864,9404,7,81,1938856,12.2,77,36430.25,784178.66,2019-05-10,2025-09-05,Active,0.0,862,Vehicle Purchase,Low
4566,BKAILN52436204,1746,5641,11,54,1071614,10.04,45,28675.52,321410.87,2021-07-13,2025-03-24,Active,1495980.54,599,Education,High
4567,BKAILN38563250,2991,2904,8,11,283106,12.12,167,3515.77,51707.53,2022-06-23,2036-03-11,Active,403799.97,852,Business Expansion,Low
4568,BKAILN75073114,1039,43,9,37,31865602,11.36,35,1073853.99,22559946.76,2019-08-04,2022-06-19,Active,44347466.01,803,Agriculture,Low
4569,BKAILN81204021,8519,15550,9,2,340758,13.94,59,8011.34,90130.7,2022-02-04,2026-12-10,Closed,460601.0,489,Working Capital,High
4570,BKAILN94164594,4211,342,3,91,1326991,9.89,74,24024.6,272926.14,2020-12-25,2027-01-23,Active,1630506.04,366,Personal Expenses,High
4571,BKAILN73378291,6131,14902,5,81,3306917,8.46,9,380508.63,2616111.57,2024-09-25,2025-06-22,Active,4506810.74,428,Education,High
4572,BKAILN48072708,8842,322,1,22,1852902,8.31,144,20373.07,1743286.71,2021-08-18,2033-06-16,Active,2834045.97,780,Medical,Low
4573,BKAILN38792473,8456,10094,4,51,3338129,11.04,115,47162.67,1635202.98,2018-10-20,2028-03-31,Active,0.0,871,Vehicle Purchase,Low
4574,BKAILN16894383,5093,15482,10,83,1780964,9.91,62,36819.86,341470.53,2020-08-13,2025-09-16,Active,2946130.64,738,Business Expansion,Medium
4575,BKAILN42781789,5552,15626,11,12,787541,9.53,35,25861.71,750059.57,2019-09-11,2022-07-27,Active,1186675.36,504,Agriculture,High
4576,BKAILN29818517,7682,14839,9,20,150799,13.02,35,5201.34,132093.47,2017-04-04,2020-02-18,Active,244114.49,775,Education,Low
4577,BKAILN73672596,3866,14158,8,15,7390049,12.42,78,138542.19,4248907.42,2024-11-29,2031-04-27,Active,11240725.88,402,Working Capital,High
4578,BKAILN24882319,8476,1652,8,68,1262307,11.62,98,20002.59,863155.39,2023-08-27,2031-09-14,Active,2000599.68,395,Working Capital,High
4579,BKAILN51763847,6925,8064,5,25,2560408,9.89,36,82485.0,2473550.37,2024-03-29,2027-03-14,Active,4059888.14,890,Business Expansion,Low
4580,BKAILN72672154,7655,852,12,49,39380850,13.34,24,1878532.68,36104441.27,2018-11-07,2020-10-27,Active,0.0,403,Home Purchase,High
4581,BKAILN64565080,5558,2059,12,34,912299,15.29,35,32471.37,402547.61,2022-11-08,2025-09-23,Active,0.0,835,Medical,Low
4582,BKAILN89062148,660,19095,7,22,1299083,10.88,59,28527.43,528149.25,2017-06-13,2022-04-18,Active,0.0,376,Business Expansion,High
4583,BKAILN68757852,4046,10808,3,36,1076236,11.88,58,24479.44,599020.02,2024-11-06,2029-08-12,Active,1679048.17,327,Home Purchase,High
4584,BKAILN89761622,2491,10259,12,44,1033201,13.43,20,57944.53,458533.45,2016-12-30,2018-08-22,Default,0.0,564,Medical,High
4585,BKAILN99300571,7263,13826,4,36,1690759,9.51,152,19175.74,359951.98,2025-06-12,2037-12-06,Active,0.0,315,Medical,High
4586,BKAILN45456758,2092,7083,2,30,1283955,15.81,75,27052.09,903785.58,2017-10-21,2023-12-19,Active,0.0,784,Business Expansion,Low
4587,BKAILN78808502,6135,15649,3,46,200755,10.52,39,6099.9,53851.4,2021-09-06,2024-11-19,Active,342731.4,726,Business Expansion,Medium
4588,BKAILN62528051,6501,2890,7,49,3102630,13.04,38,100099.29,966826.07,2022-12-01,2026-01-14,Closed,0.0,795,Vehicle Purchase,Low
4589,BKAILN38027525,2943,10082,9,56,290406,9.97,19,16585.92,154734.81,2021-11-09,2023-06-02,Active,424805.26,657,Agriculture,Medium
4590,BKAILN10308902,9922,8188,4,79,1599686,10.92,51,39345.93,210528.1,2023-07-29,2027-10-06,Active,0.0,700,Agriculture,Medium
4591,BKAILN34276111,3357,16741,1,18,1701082,8.37,244,14530.12,784443.08,2025-06-06,2045-06-21,Active,2925012.57,764,Working Capital,Low
4592,BKAILN35016169,993,4502,2,21,1402717,11.35,50,35338.98,282207.94,2019-04-04,2023-05-13,Active,0.0,549,Business Expansion,High
4593,BKAILN43584015,155,140,8,80,343165,9.78,101,4998.86,78375.57,2024-10-11,2033-01-27,Active,529836.98,800,Vehicle Purchase,Low
4594,BKAILN66287074,824,13508,4,90,646937,10.29,49,16225.92,604430.14,2017-06-14,2021-06-23,Active,0.0,529,Medical,High
4595,BKAILN85864502,1870,16638,5,22,923554,8.12,31,33126.23,562287.73,2022-11-21,2025-06-08,Active,1149119.38,763,Business Expansion,Low
4596,BKAILN84592001,1532,9411,7,38,121831,12.17,119,1767.52,97098.17,2020-04-03,2030-01-11,Active,0.0,615,Medical,High
4597,BKAILN50391582,8123,10048,4,51,399212,9.88,63,8147.04,267643.0,2017-12-22,2023-02-24,Closed,0.0,472,Personal Expenses,High
4598,BKAILN70636867,9822,14980,10,70,94880,7.4,75,1583.91,27303.79,2024-11-22,2031-01-20,Default,127710.37,895,Home Purchase,Low
4599,BKAILN68434428,9767,7215,9,74,38051292,11.72,52,936726.22,24942926.38,2020-03-20,2024-06-27,Active,62701783.44,520,Working Capital,High
4600,BKAILN66022100,8666,2918,8,32,76926,9.65,93,1177.84,74272.62,2019-06-11,2027-01-30,Closed,89799.2,565,Medical,High
4601,BKAILN47417210,9949,6450,4,63,275709,8.79,158,2951.06,107851.73,2016-08-13,2029-08-05,Active,0.0,437,Business Expansion,High
4602,BKAILN19485174,6747,8991,1,6,2781998,10.3,145,33612.96,2466918.75,2024-04-28,2036-03-26,Active,3547016.19,306,Home Purchase,High
4603,BKAILN47120224,4008,16508,4,76,445102,12.44,143,5983.36,52635.67,2019-04-09,2031-01-06,Active,0.0,337,Vehicle Purchase,High
4604,BKAILN12802144,1134,13654,11,100,1708942,11.55,28,69918.38,1604200.42,2022-08-28,2024-12-15,Active,1956066.67,623,Vehicle Purchase,High
4605,BKAILN96900286,3747,8281,11,29,4569025,9.82,76,80977.05,2043519.05,2021-10-19,2028-01-16,Active,7668846.58,375,Medical,High
4606,BKAILN59261995,9989,13156,3,32,6948970,10.7,77,125131.2,4736208.35,2019-09-14,2026-01-10,Active,11432950.51,512,Personal Expenses,High
4607,BKAILN69570111,7245,6528,3,1,3865005,11.26,51,95706.85,2375359.71,2022-11-19,2027-01-27,Active,5389467.28,470,Education,High
4608,BKAILN11235589,7070,8820,11,96,172556,10.51,24,8003.26,42902.93,2017-10-14,2019-10-04,Closed,305222.65,594,Agriculture,High
4609,BKAILN25159016,2160,6658,11,82,4063532,13.2,51,104531.51,1552533.77,2017-07-28,2021-10-05,Active,5094539.35,891,Working Capital,Low
4610,BKAILN85198092,2989,8323,7,2,186537,11.11,39,5720.23,122222.86,2021-05-17,2024-07-30,Active,0.0,523,Education,High
4611,BKAILN60850234,6987,18707,3,41,28242371,11.87,56,659268.22,12577102.58,2021-05-11,2025-12-16,Active,35028094.44,345,Vehicle Purchase,High
4612,BKAILN41117617,825,415,10,18,263166,7.81,62,5172.05,48585.27,2020-04-23,2025-05-27,Active,411632.38,455,Medical,High
4613,BKAILN92940081,8439,4641,5,70,1624812,9.73,27,67248.32,857542.74,2025-01-14,2027-04-04,Active,2744092.95,475,Personal Expenses,High
4614,BKAILN74915069,7768,19569,10,7,5543656,9.05,46,143074.08,2716713.81,2021-10-24,2025-08-04,Active,9946616.87,890,Agriculture,Low
4615,BKAILN91458731,2783,16386,5,56,3264462,10.71,25,146266.87,2745672.24,2024-03-18,2026-04-07,Active,4921652.87,835,Personal Expenses,Low
4616,BKAILN21400802,5176,4151,10,100,8627825,7.7,49,205766.88,1835299.09,2020-03-10,2024-03-19,Default,14352830.56,504,Agriculture,High
4617,BKAILN59518662,5026,10106,1,59,1099225,9.06,237,9977.28,228184.34,2019-07-23,2039-01-09,Active,1227372.69,379,Education,High
4618,BKAILN39895961,2754,16991,5,64,1499809,10.95,21,78805.13,1100245.18,2025-01-28,2026-10-20,Active,1803786.96,304,Home Purchase,High
4619,BKAILN60072772,951,19602,8,91,1306139,12.32,207,15250.59,406386.66,2016-12-22,2033-12-23,Active,1573820.61,436,Working Capital,High
4620,BKAILN22093239,7430,11761,12,37,170276,15.43,20,9709.72,78605.51,2023-12-28,2025-08-19,Active,0.0,337,Medical,High
4621,BKAILN66127131,1289,16937,3,35,1704839,8.95,81,28117.36,647469.69,2023-03-02,2029-10-26,Active,2100132.04,338,Agriculture,High
